Ens0000,1,0,0,0,0,0,0,0,3,0,0,0
Ens0000,2,0,0,0,0,0,0,0,3,0,0,0
Ens0000,3,2,0,0,0,0,0,1,3,0,0,0
Ens0000,4,0,0,0,0,0,0,0,3,0,0,0
Ens0000,5,0,0,0,0,0,0,1,6,0,0,0
Ens0000,6,0,0,0,0,0,0,0,4,0,0,0
Ens0000,7,0,0,0,0,0,0,0,1,0,0,0
Ens0000,8,0,0,0,0,0,0,1,1,0,0,0
Ens0000,9,0,0,0,0,1,0,0,3,0,0,0
Ens0000,10,0,0,0,0,0,0,0,3,0,0,0
Ens0000,11,1,0,0,0,0,0,1,4,0,1,0
Ens0000,12,0,0,0,0,0,0,0,1,0,0,0
Ens0000,14,0,1,0,0,1,0,0,3,0,0,0
Ens0000,15,1,0,0,0,0,0,0,4,0,0,0
Ens0000,16,0,0,0,0,0,0,0,3,0,0,0
Ens0000,17,1,0,0,0,0,0,0,3,0,0,0
Ens0000,18,1,0,0,0,0,0,2,8,0,0,0
Ens0000,19,0,0,0,0,0,0,1,4,0,0,0
Ens0000,20,1,0,0,0,0,0,0,3,0,1,0
Ens0000,21,1,0,0,0,0,0,0,5,0,0,0
Ens0000,22,0,0,0,0,0,0,0,5,0,0,0
Ens0000,23,1,0,0,0,0,0,0,3,0,0,0
Ens0000,24,0,1,0,0,0,0,0,2,0,0,0
Ens0000,25,0,0,0,0,0,0,0,2,0,0,0
Ens0000,26,1,0,0,0,0,0,1,2,0,0,0
Ens0000,27,0,0,0,0,0,0,0,4,0,0,0
Ens0000,28,0,0,0,0,0,0,0,1,0,0,0
Ens0000,29,0,0,0,0,0,0,0,4,0,0,0
Ens0000,30,0,0,0,0,0,0,0,4,0,0,0
Ens0000,31,0,0,0,0,0,0,0,1,0,0,0
Ens0000,32,0,0,0,1,0,0,3,3,0,0,0
Ens0000,33,0,0,0,0,0,0,0,1,0,0,0
Ens0000,34,0,0,0,0,0,0,0,5,0,1,0
Ens0000,35,0,0,0,0,0,0,1,2,0,0,0
Ens0000,36,0,0,0,0,0,0,0,3,0,0,0
Ens0000,37,1,0,0,0,0,0,0,5,0,0,0
Ens0000,38,0,0,0,0,0,0,0,2,0,0,0
Ens0000,39,0,0,1,0,0,0,1,7,0,0,1
Ens0000,40,0,0,0,0,0,0,0,2,0,0,1
Ens0000,42,0,0,0,0,0,0,0,2,0,0,0
Ens0000,43,0,0,0,0,1,0,0,2,0,0,0
Ens0000,44,0,0,0,0,0,0,1,5,0,1,0
Ens0000,45,0,0,0,0,0,0,0,2,0,0,0
Ens0000,46,0,0,0,0,0,0,0,3,0,0,0
Ens0000,47,0,0,0,0,0,0,2,6,0,0,0
Ens0000,48,0,0,0,0,0,0,0,2,0,0,0
Ens0000,49,0,0,0,0,1,0,0,10,0,0,0
Ens0000,50,0,0,0,0,0,0,0,2,0,0,0
Ens0000,51,1,0,1,0,1,0,0,8,0,0,0
Ens0000,52,0,0,0,0,0,0,0,5,0,0,0
Ens0000,53,1,0,0,0,0,0,0,5,0,0,0
Ens0000,54,0,0,0,0,0,0,2,3,0,0,0
Ens0000,56,0,0,0,0,0,0,1,1,0,0,0
Ens0000,57,1,0,0,0,0,0,0,2,0,0,1
Ens0000,58,0,2,0,0,0,0,0,3,0,0,0
Ens0000,59,0,0,0,0,0,0,0,4,0,0,0
Ens0000,60,1,0,1,0,0,0,0,4,0,0,0
Ens0000,61,1,0,0,0,0,0,0,1,0,0,0
Ens0000,62,1,0,0,0,0,0,0,1,0,0,0
Ens0000,63,1,0,0,0,0,0,0,2,0,0,0
Ens0000,64,0,0,0,0,0,0,0,4,0,0,0
Ens0000,65,0,0,0,0,0,0,0,2,0,0,0
Ens0000,66,0,0,0,0,0,0,0,2,0,0,0
Ens0000,67,1,0,0,0,0,0,0,2,0,0,0
Ens0000,68,0,0,0,0,0,0,0,1,0,0,0
Ens0000,69,1,0,0,0,0,0,0,4,0,0,0
Ens0000,70,0,0,0,0,1,0,0,3,0,0,0
Ens0000,71,1,0,0,0,0,0,0,0,0,0,0
Ens0000,72,1,0,0,0,1,0,1,7,0,0,0
Ens0000,73,0,0,0,0,0,0,0,7,0,0,0
Ens0000,74,0,0,0,0,0,0,0,3,0,0,0
Ens0000,75,0,0,0,0,0,0,0,2,0,0,0
Ens0000,76,1,0,0,0,0,0,0,3,0,0,0
Ens0000,78,0,0,0,0,0,0,0,2,0,0,0
Ens0000,79,0,0,0,0,0,0,0,1,0,0,0
Ens0000,80,1,0,0,0,0,0,0,2,0,0,0
Ens0000,81,0,0,0,0,0,0,0,3,0,0,0
Ens0000,82,0,0,0,0,0,0,2,8,0,0,0
Ens0000,83,0,0,0,0,0,0,0,3,0,0,0
Ens0000,84,0,0,0,0,0,0,0,2,0,1,0
Ens0000,85,0,0,0,0,0,0,0,3,0,0,0
Ens0000,86,0,0,0,0,0,0,1,0,0,0,0
Ens0000,87,0,1,0,0,0,0,0,4,0,0,0
Ens0000,88,0,0,0,0,0,0,0,2,0,1,0
Ens0000,89,0,0,0,0,0,0,1,2,0,0,0
Ens0000,90,0,0,0,0,0,0,0,2,0,0,0
Ens0000,91,0,0,0,0,0,0,0,4,0,0,0
Ens0000,92,0,0,0,0,0,0,0,3,0,0,0
Ens0000,93,0,0,0,0,0,0,0,2,0,0,0
Ens0000,94,0,0,0,0,0,0,0,0,0,1,0
Ens0000,95,1,0,0,0,0,0,0,3,0,0,0
Ens0000,96,0,0,0,0,0,0,0,16,0,0,0
Ens0000,97,0,0,0,0,0,0,0,3,0,0,1
Ens0000,98,0,0,0,0,1,0,0,1,0,0,0
Ens0000,99,0,0,0,0,1,0,0,3,0,0,0
Ens0000,100,0,0,0,0,0,0,1,6,0,0,0
Ens0000,101,0,0,0,0,0,0,0,1,0,0,0
Ens0000,102,0,0,0,0,0,0,1,0,0,0,0
Ens0000,103,1,0,0,0,0,0,1,3,0,0,0
Ens0000,104,0,0,0,0,1,0,0,4,0,0,0
Ens0000,105,1,0,0,0,0,0,0,1,0,0,0
Ens0000,106,0,0,0,0,0,0,0,4,1,0,0
Ens0000,107,1,0,0,0,0,0,0,5,0,0,0
Ens0000,108,0,0,0,0,0,0,1,2,0,0,0
Ens0000,110,0,0,0,0,0,0,0,1,0,0,0
Ens0000,111,1,0,0,0,0,0,2,4,0,0,0
Ens0000,112,0,0,0,0,0,0,0,5,0,0,0
Ens0000,113,0,0,0,0,1,0,0,2,0,1,0
