beta[6] output .pE_1 .pE_2 .pE_3 .pE_4 .pE_5 .pE_6 .pE_7 .pE_8 .pEP_1 .pEP_2 .pEP_3 .pEP_4 .pEP_5 .pEP_6 .pEP_7 .pEP_8 .pA_1 .pA_2 .pA_3 .pA_4 .pA_5 .pA_6 .pA_7 .pA_8 .pP_1 .pP_2 .pP_3 .pP_4 .pP_5 .pP_6 .pP_7 .pP_8 .pI1_1 .pI1_2 .pI1_3 .pI1_4 .pI1_5 .pI1_6 .pI1_7 .pI1_8 .pI1H_1 .pI1H_2 .pI1H_3 .pI1H_4 .pI1H_5 .pI1H_6 .pI1H_7 .pI1H_8 .pI1D_1 .pI1D_2 .pI1D_3 .pI1D_4 .pI1D_5 .pI1D_6 .pI1D_7 .pI1D_8 .pI2_1 .pI2_2 .pI2_3 .pI2_4 .pI2_5 .pI2_6 .pI2_7 .pI2_8 .pH_1 .pH_2 .pH_3 .pH_4 .pH_5 .pH_6 .pH_7 .pH_8 .pHD_1 .pHD_2 .pHD_3 .pHD_4 .pHD_5 .pHD_6 .pHD_7 .pHD_8 .lock_1_restrict .lock_2_release .p_home_weekend beta[3] beta[1] beta[2] repeats
0.0415379161142052 Ens0000 0.611363141579804 0.611363141579804 0.611363141579804 0.611363141579804 0.611363141579804 0.611363141579804 0.611363141579804 0.611363141579804 0.0944493234441362 0.115445703639703 0.155089385334911 0.201095271311736 0.254662675882342 0.330206092370169 0.418165810300339 0.529556083138872 0.148512956449014 0.148512956449014 0.148512956449014 0.148512956449014 0.148512956449014 0.148512956449014 0.148512956449014 0.148512956449014 0.398289423551699 0.398289423551699 0.398289423551699 0.398289423551699 0.398289423551699 0.398289423551699 0.398289423551699 0.398289423551699 0.230804975524902 0.230804975524902 0.230804975524902 0.230804975524902 0.230804975524902 0.230804975524902 0.230804975524902 0.230804975524902 0.0686941732105167 0.083965102904378 0.112798448001698 0.146259103777221 0.185219346517207 0.240163017344012 0.304137219367991 0.38515275677269 9.99025420410407e-05 0.000122111189797401 0.00016404377790704 0.000212705904752804 0.000269366129432016 0.000349271194565307 0.00044230944087561 0.000560131051549153 0.896638482792472 0.896638482792472 0.896638482792472 0.896638482792472 0.896638482792472 0.896638482792472 0.896638482792472 0.896638482792472 0.643826610287916 0.498646369645496 0.317602533050943 0.203131719690259 0.131909083329529 0.0806179737893358 0.0510167848770604 0.0320957715669744 0.0845586180157075 0.103356263440025 0.138848470424272 0.180036633525191 0.227994475212197 0.295627007298823 0.374375609385167 0.474101125547175 0.00410241142380983 0.86026624343358 0.863798499340191 0.0523824247663855 0.0523824247663855 0.0523824247663855 1
0.0177100558179392 Ens0001 0.834245344115931 0.834245344115931 0.834245344115931 0.834245344115931 0.834245344115931 0.834245344115931 0.834245344115931 0.834245344115931 0.020726572001994 0.0270918736720011 0.0401684854649195 0.0568075818160046 0.0778472785750689 0.110094159528835 0.150869486648606 0.206746680287362 0.140694757415281 0.140694757415281 0.140694757415281 0.140694757415281 0.140694757415281 0.140694757415281 0.140694757415281 0.140694757415281 0.284877584205625 0.284877584205625 0.284877584205625 0.284877584205625 0.284877584205625 0.284877584205625 0.284877584205625 0.284877584205625 0.266402711613627 0.266402711613627 0.266402711613627 0.266402711613627 0.266402711613627 0.266402711613627 0.266402711613627 0.266402711613627 0.0705892648481551 0.0922678118543513 0.136803319852395 0.193471715332734 0.265127400928383 0.374951814726928 0.513821877998884 0.704124935366901 0.0121960498475448 0.0159415576167311 0.0236361734580812 0.0334270471489362 0.0458073476842148 0.064782244618553 0.0887754993668457 0.121655082102168 0.925722256779415 0.925722256779415 0.925722256779415 0.925722256779415 0.925722256779415 0.925722256779415 0.925722256779415 0.925722256779415 0.189066582026943 0.185606285120139 0.18061914441193 0.176329051302529 0.172507863404832 0.168390075609775 0.164723253220997 0.161128328178029 4.69109684991312e-09 6.1317714877666e-09 9.09143372151153e-09 1.28574019901894e-08 1.76193691490654e-08 2.49178863205099e-08 3.41466680306418e-08 4.6793492939051e-08 0.497042042040266 0.130880043376237 0.29693761151284 0.629083433554352 0.629083433554352 0.629083433554352 1
0.0455288310926599 Ens0002 0.506829211098888 0.506829211098888 0.506829211098888 0.506829211098888 0.506829211098888 0.506829211098888 0.506829211098888 0.506829211098888 0.22463514162912 0.253986889089034 0.304258741767835 0.356667074223879 0.412105520404229 0.483090376894551 0.558179393501963 0.644939850247168 0.149847408426994 0.149847408426994 0.149847408426994 0.149847408426994 0.149847408426994 0.149847408426994 0.149847408426994 0.149847408426994 0.472920158264747 0.472920158264747 0.472920158264747 0.472920158264747 0.472920158264747 0.472920158264747 0.472920158264747 0.472920158264747 0.214676383068182 0.214676383068182 0.214676383068182 0.214676383068182 0.214676383068182 0.214676383068182 0.214676383068182 0.214676383068182 0.0532162503420556 0.0601697035260748 0.0720791468923803 0.0844947240801882 0.0976281377086713 0.114444508763031 0.132233158734442 0.152786782501674 0.011262328926064 0.0127339109414644 0.0152543453511707 0.0178818945151434 0.020661361750345 0.0242202652984078 0.0279849354102801 0.0323347659601827 0.886074041274957 0.886074041274957 0.886074041274957 0.886074041274957 0.886074041274957 0.886074041274957 0.886074041274957 0.886074041274957 0.51591062527627 0.466277233643775 0.398110889353771 0.343673420202631 0.299013674603905 0.255227190047294 0.220115523768631 0.189208594340424 1.23713702568389e-08 1.39878641539129e-08 1.67564946472377e-08 1.96427878632283e-08 2.26959590598049e-08 2.66053204175227e-08 3.07407108997739e-08 3.55188846363638e-08 0.27621341093909 0.442330999812111 0.965184576809406 0.0810316477594051 0.0810316477594051 0.0810316477594051 1
0.0285424348175416 Ens0003 0.396927085098964 0.396927085098964 0.396927085098964 0.396927085098964 0.396927085098964 0.396927085098964 0.396927085098964 0.396927085098964 0.016467221571718 0.022380100172896 0.0351403188756421 0.0522680297358268 0.0749878785139212 0.111537652172787 0.1600207995812 0.22957858444912 0.153252580210161 0.153252580210161 0.153252580210161 0.153252580210161 0.153252580210161 0.153252580210161 0.153252580210161 0.153252580210161 0.364869667828632 0.364869667828632 0.364869667828632 0.364869667828632 0.364869667828632 0.364869667828632 0.364869667828632 0.364869667828632 0.246535725865058 0.246535725865058 0.246535725865058 0.246535725865058 0.246535725865058 0.246535725865058 0.246535725865058 0.246535725865058 0.0442381049714185 0.0601226634625374 0.094402149651017 0.140414615545948 0.201449991234723 0.299638548227207 0.429885326960165 0.616747729652991 1.13358640041529e-08 1.54062281153116e-08 2.41902299123123e-08 3.59807678708812e-08 5.16208753912495e-08 7.67813593122932e-08 1.10156653567093e-07 1.58039508987407e-07 0.973420502322292 0.973420502322292 0.973420502322292 0.973420502322292 0.973420502322292 0.973420502322292 0.973420502322292 0.973420502322292 0.307130245950344 0.23220029609668 0.150441180906532 0.101116451083469 0.0698840930216758 0.0462641784498141 0.0316788214334103 0.0216395880036411 0.0137013978438412 0.0186211532357415 0.0292381739796063 0.0434891257644973 0.0623929636526825 0.0928038613151365 0.133143811103944 0.191018716075679 0.395018088957295 0.991430178377777 0.770638131047599 0.0331924014572516 0.0331924014572516 0.0331924014572516 1
0.0278881402413083 Ens0004 0.971282087793558 0.971282087793558 0.971282087793558 0.971282087793558 0.971282087793558 0.971282087793558 0.971282087793558 0.971282087793558 0.0768184212842662 0.0833349514543883 0.0939355207407381 0.104373966580987 0.114866745623174 0.127631142877568 0.140461980154189 0.154582709392188 0.165839889240589 0.165839889240589 0.165839889240589 0.165839889240589 0.165839889240589 0.165839889240589 0.165839889240589 0.165839889240589 0.3155767158608 0.3155767158608 0.3155767158608 0.3155767158608 0.3155767158608 0.3155767158608 0.3155767158608 0.3155767158608 0.299150140248491 0.299150140248491 0.299150140248491 0.299150140248491 0.299150140248491 0.299150140248491 0.299150140248491 0.299150140248491 0.388517202608272 0.421475235721702 0.475088723949315 0.527882255886451 0.580950583676889 0.645507858238759 0.710401160164192 0.781818225636478 2.39158550469989e-08 2.59446443445727e-08 2.92449162615112e-08 3.24947143367349e-08 3.57614279507068e-08 3.97353637514535e-08 4.37299843035185e-08 4.81261865160607e-08 0.999999824409316 0.999999824409316 0.999999824409316 0.999999824409316 0.999999824409316 0.999999824409316 0.999999824409316 0.999999824409316 0.911898027551598 0.768785627773732 0.501265708621792 0.303276958210126 0.180635760353243 0.0983121785676568 0.0554566537886498 0.0309649113165815 0.0975615423838197 0.10583771786047 0.119300737178398 0.132557855187841 0.145883977882556 0.16209511920672 0.178390641216353 0.196324362074082 0.853780143335462 0.77543584802188 0.630718787945807 0.23001975871383 0.23001975871383 0.23001975871383 1
0.0635287696487842 Ens0005 0.46186636615097 0.46186636615097 0.46186636615097 0.46186636615097 0.46186636615097 0.46186636615097 0.46186636615097 0.46186636615097 0.0813943166420233 0.108816791537773 0.166778395727444 0.242845691243466 0.341731885332386 0.497595120468113 0.70021468274389 0.985340454039974 0.1831166250376 0.1831166250376 0.1831166250376 0.1831166250376 0.1831166250376 0.1831166250376 0.1831166250376 0.1831166250376 0.488852655309847 0.488852655309847 0.488852655309847 0.488852655309847 0.488852655309847 0.488852655309847 0.488852655309847 0.488852655309847 0.254260374709054 0.254260374709054 0.254260374709054 0.254260374709054 0.254260374709054 0.254260374709054 0.254260374709054 0.254260374709054 0.0160901779781183 0.0215111031713804 0.0329690595224451 0.0480061821823704 0.0675541866145128 0.0983655171476861 0.138419724288513 0.194783910334565 0.00172071060457207 0.00230043343171068 0.00352576649059997 0.00513386159423229 0.00722435795607198 0.0105193732916082 0.0148028373451865 0.0208305178829289 0.999999999715197 0.999999999715197 0.999999999715197 0.999999999715197 0.999999999715197 0.999999999715197 0.999999999715197 0.999999999715197 0.271865466651891 0.236514692661239 0.191605070783129 0.158450881762265 0.132900824431912 0.109217670836411 0.0911757340026613 0.0759862468044751 3.43796024884776e-05 4.59623987457707e-05 7.0444414122831e-05 0.000102573971690296 0.000144341851618909 0.000210175883865921 0.000295759009258659 0.000416191381944973 0.67237872465048 0.0112917172722518 0.527605776791461 0.0663999605417961 0.0663999605417961 0.0663999605417961 1
0.030291908249712 Ens0006 0.660660098150951 0.660660098150951 0.660660098150951 0.660660098150951 0.660660098150951 0.660660098150951 0.660660098150951 0.660660098150951 0.0492289997940759 0.0569309184554382 0.0704988894543849 0.0850895586412679 0.100958651101818 0.121853367191405 0.144578862322273 0.171542632856165 0.143853686957612 0.143853686957612 0.143853686957612 0.143853686957612 0.143853686957612 0.143853686957612 0.143853686957612 0.143853686957612 0.40680271308639 0.40680271308639 0.40680271308639 0.40680271308639 0.40680271308639 0.40680271308639 0.40680271308639 0.40680271308639 0.20391847517278 0.20391847517278 0.20391847517278 0.20391847517278 0.20391847517278 0.20391847517278 0.20391847517278 0.20391847517278 0.160759517020533 0.185910479447379 0.230217300099091 0.277863787764922 0.32968502423496 0.397917661113506 0.47212878944381 0.560180197073721 0.0328742739076522 0.0380174818693657 0.0470779380406513 0.0568213343589176 0.0674184396098101 0.0813715693265422 0.0965472615962245 0.114553200815427 0.99925816277204 0.99925816277204 0.99925816277204 0.99925816277204 0.99925816277204 0.99925816277204 0.99925816277204 0.99925816277204 0.70995854322203 0.498353383832468 0.253254346990559 0.128078078023941 0.0665816433813998 0.031819636528718 0.0161252751255766 0.00813941636339155 9.92246128591097e-06 1.14748387476566e-05 1.42095615234301e-05 1.71504165224749e-05 2.03489469870589e-05 2.45604282754514e-05 2.91409163329464e-05 3.45756594795445e-05 0.963573171128519 0.222892945399508 0.322876665508375 0.128196445065685 0.128196445065685 0.128196445065685 1
0.0363401101792338 Ens0007 0.915196039256037 0.915196039256037 0.915196039256037 0.915196039256037 0.915196039256037 0.915196039256037 0.915196039256037 0.915196039256037 0.231219797453939 0.268516653349304 0.334564885305128 0.406002205390661 0.484100685632389 0.587467348280223 0.70047241693047 0.835215111642882 0.138086320132381 0.138086320132381 0.138086320132381 0.138086320132381 0.138086320132381 0.138086320132381 0.138086320132381 0.138086320132381 0.313368919619641 0.313368919619641 0.313368919619641 0.313368919619641 0.313368919619641 0.313368919619641 0.313368919619641 0.313368919619641 0.225745275829507 0.225745275829507 0.225745275829507 0.225745275829507 0.225745275829507 0.225745275829507 0.225745275829507 0.225745275829507 0.0492719223666199 0.0572197183963329 0.0712943062699261 0.0865172851328625 0.103159727941801 0.125186709339426 0.149267592684542 0.177980668582213 3.47117244291814e-09 4.03108911016317e-09 5.02263397437055e-09 6.09508217996256e-09 7.26753062699865e-09 8.81931604870788e-09 1.05157974249921e-08 1.25386135243074e-08 0.997983519406753 0.997983519406753 0.997983519406753 0.997983519406753 0.997983519406753 0.997983519406753 0.997983519406753 0.997983519406753 0.695453967762831 0.602272951850837 0.469718141295001 0.366485997990379 0.287126315965996 0.216158115235664 0.165212517141863 0.125313055748967 0.0843355076410696 0.0979392271754147 0.122029773193211 0.148085944508434 0.176571718865598 0.214273853646271 0.255491517252828 0.304637800073877 0.508117590215988 0.617855046014302 0.449854809930548 0.0564980218220733 0.0564980218220733 0.0564980218220733 1
0.0313018020898624 Ens0008 0.727789642838448 0.727789642838448 0.727789642838448 0.727789642838448 0.727789642838448 0.727789642838448 0.727789642838448 0.727789642838448 0.0201566099071967 0.0265622285125384 0.0398575062375732 0.0569647588477394 0.0788138883866073 0.112641621857502 0.155845901788029 0.215621407998278 0.158281839332915 0.158281839332915 0.158281839332915 0.158281839332915 0.158281839332915 0.158281839332915 0.158281839332915 0.158281839332915 0.334561899968148 0.334561899968148 0.334561899968148 0.334561899968148 0.334561899968148 0.334561899968148 0.334561899968148 0.334561899968148 0.280074636410613 0.280074636410613 0.280074636410613 0.280074636410613 0.280074636410613 0.280074636410613 0.280074636410613 0.280074636410613 0.0584035727499431 0.0769637876842951 0.115486720033526 0.165054810946113 0.228362442160953 0.326377956765305 0.451561919626568 0.624760842545071 0.0273933487232948 0.0360987483441854 0.0541673710328101 0.0774165651485557 0.107110091367216 0.153082846892738 0.211798569026808 0.293035011775257 0.962234998105452 0.962234998105452 0.962234998105452 0.962234998105452 0.962234998105452 0.962234998105452 0.962234998105452 0.962234998105452 0.475445117564182 0.388356595737202 0.280778561865877 0.20691424114732 0.154950664235137 0.111678103201777 0.0824079537574408 0.0605479901532473 0.00619059000103362 0.00815791281331392 0.0122412191691203 0.0174952766441245 0.0242056809967092 0.0345950088423495 0.0478641044180042 0.0662226306163887 0.163418841757812 0.38322851897683 0.00403163740411401 0.0706556393842567 0.0706556393842567 0.0706556393842567 1
0.0214875580774659 Ens0009 0.4271379767892 0.4271379767892 0.4271379767892 0.4271379767892 0.4271379767892 0.4271379767892 0.4271379767892 0.4271379767892 0.240307460782397 0.259971756826246 0.29185011376745 0.323121250631027 0.354447958580872 0.392426325218171 0.430472182177231 0.472206597061004 0.157959821423748 0.157959821423748 0.157959821423748 0.157959821423748 0.157959821423748 0.157959821423748 0.157959821423748 0.157959821423748 0.525879940984986 0.525879940984986 0.525879940984986 0.525879940984986 0.525879940984986 0.525879940984986 0.525879940984986 0.525879940984986 0.209605732494026 0.209605732494026 0.209605732494026 0.209605732494026 0.209605732494026 0.209605732494026 0.209605732494026 0.209605732494026 0.0947826066464843 0.102538642313608 0.115112175222893 0.127446207029807 0.139802157308971 0.154781669698388 0.1697878017716 0.186248783118874 0.0162923811946705 0.0176255824445533 0.0197868734067851 0.0219069960218438 0.0240308862491021 0.0266057460740583 0.0291851816123341 0.0320146942458959 0.98821635927854 0.98821635927854 0.98821635927854 0.98821635927854 0.98821635927854 0.98821635927854 0.98821635927854 0.98821635927854 0.404969167936617 0.288362885230611 0.166991094657882 0.100334090223858 0.0622807953686411 0.0365282208086254 0.0223777328660318 0.0136701444401209 0.00290647688082519 0.00314431311630064 0.00352987629085477 0.00390809524433706 0.00428698632042826 0.00474632804974214 0.00520648606274209 0.00571125654135944 0.794310820125975 0.564038544497453 0.157467112108134 0.0681175574750203 0.0681175574750203 0.0681175574750203 1
